(Number of Powers   32768 )
(Number of Trafos   752.000 )
(Flux    517.90893600 )
(Average Poisson level      0.00400195 )
(Renormalization const  0.20076209E-02 )
(Background rate   10.000000     )
(Count rate per PCU   220.91411     )
(Count rate * VLE rate per PCU   18698.281     )
     350.875000 0.19310032E-03 0.15297494E-03
     350.937500 0.20831770E-03 0.15352985E-03
     351.000000 0.10135190E-03 0.14962921E-03
     351.062500 -0.14872980E-03 0.14050967E-03
     351.125000 0.21810712E-03 0.15388684E-03
     351.187500 0.19323985E-04 0.14663796E-03
     351.250000 0.88368404E-04 0.14915576E-03
     351.312500 -0.13790217E-03 0.14090451E-03
     351.375000 0.52197233E-05 0.14612364E-03
     351.437500 -0.84416875E-04 0.14285491E-03
     351.500000 0.11699503E-04 0.14635992E-03
     351.562500 -0.10538767E-04 0.14554898E-03
     351.625000 0.90143258E-04 0.14922048E-03
     351.687500 0.35228942E-06 0.14594613E-03
     351.750000 -0.87829678E-04 0.14273047E-03
     351.812500 0.96884622E-04 0.14946632E-03
     351.875000 -0.19098108E-03 0.13896893E-03
     351.937500 0.87932349E-04 0.14913984E-03
     352.000000 0.11198376E-03 0.15001692E-03
     352.062500 0.95057600E-04 0.14939970E-03
     352.125000 -0.86452354E-04 0.14278070E-03
     352.187500 -0.73697898E-04 0.14324579E-03
     352.250000 -0.11354154E-03 0.14179284E-03
     352.312500 0.14455905E-03 0.15120480E-03
     352.375000 -0.26009107E-04 0.14498482E-03
     352.437500 0.30654564E-03 0.15711186E-03
     352.500000 -0.17758068E-05 0.14586853E-03
     352.562500 0.61947656E-04 0.14819227E-03
     352.625000 -0.30734381E-03 0.13472560E-03
     352.687500 0.34322133E-04 0.14718488E-03
     352.750000 -0.34135937E-04 0.14468849E-03
     352.812500 0.19596363E-03 0.15307935E-03
     352.875000 -0.86587330E-04 0.14277578E-03
     352.937500 0.43434749E-04 0.14751719E-03
     353.000000 -0.13604427E-03 0.14097225E-03
     353.062500 -0.11587522E-03 0.14170774E-03
     353.125000 -0.99535886E-04 0.14230359E-03
     353.187500 -0.22571007E-03 0.13770249E-03
     353.250000 0.90628128E-04 0.14923814E-03
     353.312500 0.90690359E-04 0.14924044E-03
     353.375000 -0.18693932E-03 0.13911631E-03
     353.437500 0.30643222E-03 0.15710772E-03
     353.500000 0.19811087E-03 0.15315764E-03
     353.562500 -0.29169564E-03 0.13529624E-03
     353.625000 0.70773080E-04 0.14851411E-03
     353.687500 0.68438203E-04 0.14842897E-03
     353.750000 -0.36897245E-03 0.13247824E-03
     353.812500 -0.14222035E-03 0.14074704E-03
     353.875000 -0.11750503E-03 0.14164833E-03
     353.937500 0.49356178E-04 0.14773311E-03
     354.000000 -0.27805017E-05 0.14583189E-03
     354.062500 -0.53133241E-04 0.14399571E-03
     354.125000 -0.78266887E-04 0.14307919E-03
     354.187500 -0.41541315E-03 0.13078473E-03
     354.250000 -0.27116641E-03 0.13604487E-03
     354.312500 -0.35111673E-05 0.14580524E-03
     354.375000 0.23130649E-03 0.15436817E-03
     354.437500 0.43713804E-04 0.14752736E-03
     354.500000 0.84379544E-05 0.14624099E-03
     354.562500 -0.12352866E-04 0.14548282E-03
     354.625000 0.76702170E-04 0.14873032E-03
     354.687500 -0.10265863E-03 0.14218970E-03
     354.750000 -0.19674240E-03 0.13875883E-03
     354.812500 0.50521223E-04 0.14777560E-03
     354.875000 0.10910753E-03 0.14991201E-03
     354.937500 -0.12213267E-03 0.14147957E-03
     355.000000 0.18802659E-03 0.15278991E-03
     355.062500 0.66476205E-04 0.14835743E-03
     355.125000 0.11198185E-03 0.15001684E-03
     355.187500 0.22235134E-03 0.15404160E-03
     355.250000 -0.23583001E-03 0.13733345E-03
     355.312500 -0.48329754E-03 0.12830923E-03
     355.375000 -0.23641325E-03 0.13731218E-03
     355.437500 0.72179842E-04 0.14856541E-03
     355.500000 -0.21433126E-03 0.13811742E-03
     355.562500 0.89572219E-04 0.14919964E-03
     355.625000 0.32739223E-04 0.14712717E-03
     355.687500 -0.53250747E-04 0.14399142E-03
     355.750000 -0.77206911E-04 0.14311784E-03
     355.812500 -0.11112937E-03 0.14188081E-03
     355.875000 -0.14636285E-04 0.14539956E-03
     355.937500 0.18557587E-03 0.15270055E-03
     356.000000 -0.21870784E-03 0.13795782E-03
     356.062500 -0.42666750E-04 0.14437738E-03
     356.125000 0.12277933E-03 0.15041057E-03
     356.187500 0.18438690E-03 0.15265719E-03
     356.250000 -0.22558107E-03 0.13770719E-03
     356.312500 -0.82098035E-04 0.14293948E-03
     356.375000 -0.37114290E-03 0.13239909E-03
     356.437500 -0.23042528E-03 0.13753053E-03
     356.500000 -0.48467798E-04 0.14416585E-03
     356.562500 0.20306661E-04 0.14667379E-03
     356.625000 0.26845077E-04 0.14691222E-03
     356.687500 -0.15893136E-03 0.14013765E-03
     356.750000 -0.57543079E-04 0.14383490E-03
     356.812500 0.38597951E-04 0.14734080E-03
     356.875000 0.36614647E-05 0.14606681E-03
     356.937500 0.31365245E-04 0.14707707E-03
     357.000000 0.10173171E-03 0.14964306E-03
     357.062500 -0.15699353E-03 0.14020831E-03
     357.125000 0.10578974E-03 0.14979106E-03
     357.187500 -0.11975926E-04 0.14549658E-03
     357.250000 -0.30340208E-04 0.14482690E-03
     357.312500 -0.63082065E-04 0.14363295E-03
     357.375000 -0.23368611E-04 0.14508115E-03
     357.437500 -0.10340054E-03 0.14216268E-03
     357.500000 -0.40805982E-04 0.14444526E-03
     357.562500 0.20727830E-03 0.15349196E-03
     357.625000 -0.31240773E-03 0.13454097E-03
     357.687500 0.12648723E-03 0.15054583E-03
     357.750000 -0.47287675E-04 0.14420891E-03
     357.812500 0.14952197E-04 0.14647856E-03
     357.875000 0.83393992E-04 0.14897436E-03
     357.937500 0.22821175E-03 0.15425534E-03
     358.000000 0.89594476E-04 0.14920048E-03
     358.062500 -0.13183498E-03 0.14112578E-03
     358.125000 0.91583766E-04 0.14927302E-03
     358.187500 -0.19830473E-03 0.13870187E-03
     358.250000 -0.81771119E-04 0.14295142E-03
     358.312500 0.52622996E-04 0.14785228E-03
     358.375000 0.10932461E-05 0.14597319E-03
     358.437500 -0.48566162E-04 0.14416230E-03
     358.500000 -0.44220938E-04 0.14432076E-03
     358.562500 -0.61928986E-04 0.14367500E-03
     358.625000 -0.74418509E-04 0.14321956E-03
     358.687500 0.23741651E-03 0.15459101E-03
     358.750000 -0.13138074E-03 0.14114236E-03
     358.812500 -0.80274367E-04 0.14300601E-03
     358.875000 0.20599861E-03 0.15344532E-03
     358.937500 0.39898452E-04 0.14738827E-03
     359.000000 -0.79013109E-04 0.14305201E-03
     359.062500 0.72149691E-04 0.14856434E-03
     359.125000 0.54664932E-04 0.14792675E-03
     359.187500 -0.15479315E-03 0.14028858E-03
     359.250000 -0.31266571E-03 0.13453157E-03
     359.312500 0.48302663E-04 0.14769472E-03
     359.375000 0.21538598E-03 0.15378764E-03
     359.437500 0.12056220E-03 0.15032978E-03
     359.500000 -0.11984039E-03 0.14156320E-03
     359.562500 -0.31270712E-04 0.14479298E-03
     359.625000 -0.22072847E-03 0.13788418E-03
     359.687500 0.22508878E-03 0.15414147E-03
     359.750000 -0.14190610E-03 0.14075854E-03
     359.812500 -0.77023346E-04 0.14312456E-03
     359.875000 -0.20711005E-03 0.13838078E-03
     359.937500 0.50292427E-04 0.14776729E-03
     360.000000 -0.28562752E-03 0.13551756E-03
     360.062500 0.29367584E-04 0.14700423E-03
     360.125000 0.14134824E-03 0.15108775E-03
     360.187500 0.10758708E-04 0.14632563E-03
     360.250000 0.14369268E-03 0.15117326E-03
     360.312500 0.26819875E-03 0.15571353E-03
     360.375000 -0.48773418E-04 0.14415474E-03
     360.437500 -0.94513845E-04 0.14248675E-03
     360.500000 0.32584139E-04 0.14712154E-03
     360.562500 -0.38871978E-04 0.14451580E-03
     360.625000 -0.46721907E-04 0.14422955E-03
     360.687500 0.13780859E-03 0.15095867E-03
     360.750000 -0.52817566E-04 0.14400727E-03
     360.812500 -0.12043871E-03 0.14154140E-03
     360.875000 0.87559238E-04 0.14912630E-03
     360.937500 -0.24855790E-04 0.14502695E-03
     361.000000 -0.11861169E-03 0.14160802E-03
     361.062500 0.72636241E-04 0.14858211E-03
     361.125000 0.22517805E-04 0.14675448E-03
     361.187500 -0.17133879E-03 0.13968526E-03
     361.250000 -0.23605786E-04 0.14507254E-03
     361.312500 0.12210898E-03 0.15038620E-03
     361.375000 0.15158163E-03 0.15146096E-03
     361.437500 0.43034834E-04 0.14750265E-03
     361.500000 -0.81549020E-04 0.14295957E-03
     361.562500 0.38550707E-03 0.15999134E-03
     361.625000 0.22168196E-03 0.15401725E-03
     361.687500 -0.61155242E-05 0.14571035E-03
     361.750000 0.11872824E-03 0.15026292E-03
     361.812500 0.20893109E-03 0.15355228E-03
     361.875000 0.57256126E-04 0.14802125E-03
     361.937500 0.85219581E-04 0.14904099E-03
     362.000000 0.84879735E-04 0.14902859E-03
     362.062500 0.10230562E-03 0.14966405E-03
     362.125000 -0.27637681E-03 0.13585492E-03
     362.187500 0.61339524E-04 0.14817016E-03
     362.250000 0.19404590E-03 0.15300947E-03
     362.312500 0.42255586E-04 0.14747426E-03
     362.375000 -0.68783556E-04 0.14342507E-03
     362.437500 0.20925226E-03 0.15356400E-03
     362.500000 -0.31150930E-03 0.13457377E-03
     362.562500 -0.13497472E-03 0.14101132E-03
     362.625000 -0.22999810E-04 0.14509463E-03
     362.687500 -0.71885952E-04 0.14331193E-03
     362.750000 0.27035439E-03 0.15579215E-03
     362.812500 -0.11911308E-03 0.14158974E-03
     362.875000 0.30283729E-03 0.15697669E-03
     362.937500 0.25523466E-03 0.15524078E-03
     363.000000 0.25967226E-03 0.15540261E-03
     363.062500 0.15043429E-03 0.15141912E-03
     363.125000 0.40183491E-04 0.14739868E-03
     363.187500 -0.22353961E-03 0.13778170E-03
     363.250000 -0.90238987E-04 0.14264266E-03
     363.312500 0.12161883E-04 0.14637684E-03
     363.375000 -0.10061405E-03 0.14226434E-03
     363.437500 -0.29364353E-03 0.13522526E-03
     363.500000 0.21410007E-03 0.15374077E-03
     363.562500 0.91179303E-04 0.14925831E-03
     363.625000 -0.54371518E-04 0.14395062E-03
     363.687500 0.20750804E-03 0.15350040E-03
     363.750000 -0.82267004E-04 0.14293338E-03
     363.812500 0.27622651E-04 0.14694064E-03
     363.875000 -0.24218103E-03 0.13710192E-03
     363.937500 0.18495435E-03 0.15267795E-03
     364.000000 0.21673506E-03 0.15383687E-03
     364.062500 -0.60399929E-04 0.14373078E-03
     364.125000 0.62374856E-04 0.14820792E-03
     364.187500 0.95551331E-05 0.14628179E-03
     364.250000 -0.66033928E-04 0.14352534E-03
     364.312500 -0.25946333E-03 0.13647169E-03
     364.375000 -0.16150268E-04 0.14534440E-03
     364.437500 0.12408533E-03 0.15045826E-03
     364.500000 -0.42628937E-04 0.14437882E-03
     364.562500 0.17861409E-03 0.15244674E-03
     364.625000 -0.15126188E-03 0.14041738E-03
     364.687500 -0.11774939E-03 0.14163947E-03
     364.750000 -0.18622517E-04 0.14525425E-03
     364.812500 0.15836176E-03 0.15170820E-03
     364.875000 0.76551150E-04 0.14872488E-03
     364.937500 0.99267119E-04 0.14955323E-03
     365.000000 0.30856437E-03 0.15718552E-03
     365.062500 -0.21557193E-03 0.13807225E-03
     365.125000 0.41403102E-04 0.14744316E-03
     365.187500 0.13086834E-03 0.15070563E-03
     365.250000 -0.91648624E-04 0.14259128E-03
     365.312500 0.10588714E-03 0.14979467E-03
     365.375000 0.95742071E-04 0.14942471E-03
     365.437500 -0.70905910E-04 0.14334767E-03
     365.500000 0.18913850E-03 0.15283051E-03
     365.562500 0.16642804E-05 0.14599405E-03
     365.625000 0.67269808E-04 0.14838645E-03
     365.687500 -0.13154827E-03 0.14113628E-03
     365.750000 -0.60988434E-04 0.14370933E-03
     365.812500 0.29814287E-03 0.15680550E-03
     365.875000 0.13305627E-04 0.14641856E-03
     365.937500 0.40036783E-04 0.14739335E-03
     366.000000 -0.74636533E-04 0.14321164E-03
     366.062500 -0.12130220E-03 0.14150991E-03
     366.125000 0.66105247E-04 0.14834396E-03
     366.187500 0.15432358E-03 0.15156096E-03
     366.250000 0.12649465E-03 0.15054613E-03
     366.312500 -0.95289986E-04 0.14245849E-03
     366.375000 0.73772804E-04 0.14862357E-03
     366.437500 0.60590672E-04 0.14814288E-03
     366.500000 -0.26835097E-03 0.13614760E-03
     366.562500 -0.20705142E-03 0.13838298E-03
     366.625000 0.11285060E-03 0.15004860E-03
     366.687500 0.14740274E-03 0.15130857E-03
     366.750000 0.16181501E-03 0.15183415E-03
     366.812500 -0.13574655E-03 0.14098319E-03
     366.875000 0.10340963E-03 0.14970431E-03
     366.937500 -0.13534256E-03 0.14099792E-03
     367.000000 0.96128344E-04 0.14943880E-03
     367.062500 0.36802998E-04 0.14727542E-03
     367.125000 0.16263207E-03 0.15186393E-03
     367.187500 -0.96342781E-04 0.14242009E-03
     367.250000 -0.13077118E-03 0.14116462E-03
     367.312500 -0.37907492E-04 0.14455101E-03
     367.375000 -0.25493765E-03 0.13663674E-03
     367.437500 0.10558464E-03 0.14978363E-03
     367.500000 0.92846931E-05 0.14627192E-03
     367.562500 0.15099120E-03 0.15143942E-03
     367.625000 -0.80081707E-04 0.14301307E-03
     367.687500 0.13839111E-03 0.15097995E-03
     367.750000 0.89322122E-04 0.14919062E-03
     367.812500 -0.82636041E-04 0.14291995E-03
     367.875000 -0.40494330E-03 0.13116658E-03
     367.937500 -0.32757796E-03 0.13398782E-03
     368.000000 0.15665391E-04 0.14650462E-03
     368.062500 -0.10358075E-04 0.14555565E-03
     368.125000 -0.33409410E-03 0.13375020E-03
     368.187500 0.16783049E-04 0.14654537E-03
     368.250000 0.11384549E-03 0.15008489E-03
     368.312500 0.18706424E-03 0.15275490E-03
     368.375000 -0.65899905E-04 0.14353024E-03
     368.437500 -0.11108677E-03 0.14188244E-03
     368.500000 0.23462619E-03 0.15448930E-03
     368.562500 -0.57049827E-04 0.14385297E-03
     368.625000 0.18200967E-03 0.15257057E-03
     368.687500 0.12985455E-03 0.15066867E-03
     368.750000 0.36147481E-04 0.14725153E-03
     368.812500 -0.94098374E-04 0.14250196E-03
     368.875000 -0.55470748E-04 0.14391055E-03
     368.937500 -0.26055274E-03 0.13643198E-03
     369.000000 -0.10681071E-03 0.14203839E-03
     369.062500 -0.15758538E-03 0.14018684E-03
     369.125000 0.14757170E-03 0.15131477E-03
     369.187500 -0.17730066E-04 0.14528685E-03
     369.250000 0.10737911E-03 0.14984910E-03
     369.312500 0.84454448E-04 0.14901314E-03
     369.375000 0.10707086E-03 0.14983787E-03
     369.437500 -0.51285875E-04 0.14406317E-03
     369.500000 -0.58746657E-04 0.14379113E-03
     369.562500 -0.70791029E-04 0.14335191E-03
     369.625000 -0.10045849E-03 0.14227004E-03
     369.687500 0.17520152E-03 0.15232233E-03
     369.750000 0.56428773E-04 0.14799114E-03
     369.812500 0.84176834E-04 0.14900300E-03
     369.875000 0.50083254E-04 0.14775975E-03
     369.937500 0.12098102E-03 0.15034511E-03
     370.000000 0.16876314E-03 0.15208755E-03
     370.062500 -0.12354756E-03 0.14142807E-03
     370.125000 -0.67287518E-04 0.14347967E-03
     370.187500 -0.49351394E-04 0.14413374E-03
     370.250000 0.37316952E-03 0.15954149E-03
     370.312500 -0.14600219E-03 0.14060923E-03
     370.375000 -0.54355960E-05 0.14573518E-03
     370.437500 -0.26357282E-03 0.13632188E-03
     370.500000 -0.12111457E-03 0.14151679E-03
     370.562500 0.38148974E-04 0.14732454E-03
     370.625000 -0.25035764E-04 0.14502043E-03
     370.687500 -0.94927163E-04 0.14247176E-03
     370.750000 0.37869654E-03 0.15974304E-03
     370.812500 0.69764552E-04 0.14847744E-03
     370.875000 -0.64113323E-04 0.14359542E-03
     370.937500 0.29472887E-04 0.14700816E-03
     371.000000 0.20615393E-04 0.14668515E-03
     371.062500 0.21780413E-03 0.15387588E-03
     371.125000 -0.25629919E-03 0.13658713E-03
     371.187500 -0.17771877E-03 0.13945266E-03
     371.250000 -0.29344560E-03 0.13523253E-03
     371.312500 0.19282701E-03 0.15296506E-03
     371.375000 0.95199277E-04 0.14940495E-03
     371.437500 0.64175551E-05 0.14616741E-03
     371.500000 -0.25155667E-04 0.14501606E-03
     371.562500 0.28826058E-03 0.15644518E-03
     371.625000 -0.27931095E-03 0.13574796E-03
     371.687500 0.73736905E-04 0.14862230E-03
     371.750000 0.44310207E-04 0.14754922E-03
     371.812500 -0.14673716E-03 0.14058243E-03
     371.875000 0.26484099E-03 0.15559114E-03
     371.937500 -0.73499730E-04 0.14325313E-03
     372.000000 0.78456196E-05 0.14621948E-03
     372.062500 -0.18376370E-03 0.13923222E-03
     372.125000 0.55019136E-04 0.14793973E-03
     372.187500 -0.15604124E-06 0.14592770E-03
     372.250000 0.12745577E-03 0.15058123E-03
     372.312500 -0.34665805E-04 0.14466926E-03
     372.375000 0.31832653E-04 0.14709421E-03
     372.437500 -0.55937912E-05 0.14572940E-03
     372.500000 0.39693110E-04 0.14738085E-03
     372.562500 -0.34527475E-04 0.14467430E-03
     372.625000 -0.74594413E-04 0.14321321E-03
     372.687500 0.16482861E-03 0.15194407E-03
     372.750000 -0.22279315E-03 0.13780897E-03
     372.812500 0.35208599E-04 0.14721733E-03
     372.875000 -0.12333480E-03 0.14143583E-03
     372.937500 -0.22911282E-03 0.13757851E-03
     373.000000 -0.15035411E-03 0.14045053E-03
     373.062500 -0.10045634E-03 0.14227012E-03
     373.125000 0.10018015E-03 0.14958659E-03
     373.187500 -0.26419983E-03 0.13629902E-03
     373.250000 -0.11526709E-04 0.14551306E-03
     373.312500 -0.31894637E-04 0.14477031E-03
     373.375000 -0.21336677E-03 0.13815270E-03
     373.437500 -0.16323422E-03 0.13998085E-03
     373.500000 -0.21809874E-05 0.14585386E-03
     373.562500 -0.32981421E-04 0.14473070E-03
     373.625000 -0.18484665E-04 0.14525933E-03
     373.687500 -0.22681289E-03 0.13766238E-03
     373.750000 -0.12926437E-03 0.14121963E-03
     373.812500 -0.10432625E-03 0.14212901E-03
     373.875000 0.69580274E-04 0.14847075E-03
     373.937500 0.11618491E-03 0.15017022E-03
     374.000000 0.46364592E-04 0.14762416E-03
     374.062500 -0.30599328E-03 0.13477498E-03
     374.125000 0.13257642E-03 0.15076797E-03
     374.187500 0.19460855E-03 0.15303005E-03
     374.250000 -0.90367983E-04 0.14263803E-03
     374.312500 0.12566776E-03 0.15051605E-03
     374.375000 -0.52484425E-04 0.14401952E-03
     374.437500 -0.10065187E-03 0.14226302E-03
     374.500000 -0.87423301E-04 0.14274541E-03
     374.562500 0.11449119E-03 0.15010849E-03
     374.625000 -0.89568632E-04 0.14266718E-03
     374.687500 0.55306089E-04 0.14795022E-03
     374.750000 0.12666815E-03 0.15055253E-03
     374.812500 -0.17345588E-03 0.13960814E-03
     374.875000 0.56606114E-04 0.14799762E-03
     374.937500 0.17232027E-04 0.14656180E-03
     375.000000 -0.11562321E-03 0.14171707E-03
     375.062500 -0.52022524E-05 0.14574370E-03
     375.125000 -0.17555525E-03 0.13953158E-03
     375.187500 0.85255480E-04 0.14904236E-03
     375.250000 0.33376553E-04 0.14715052E-03
     375.312500 -0.78298239E-04 0.14307817E-03
     375.375000 -0.36542849E-05 0.14580015E-03
     375.437500 -0.27124659E-03 0.13604207E-03
     375.500000 -0.15031391E-03 0.14045203E-03
     375.562500 0.18785642E-03 0.15278383E-03
     375.625000 0.27164005E-03 0.15583911E-03
     375.687500 -0.25894516E-03 0.13649066E-03
     375.750000 -0.63486048E-04 0.14361831E-03
     375.812500 0.16963454E-03 0.15211935E-03
     375.875000 -0.49987284E-04 0.14411057E-03
     375.937500 -0.34137754E-03 0.13348465E-03
     376.000000 0.14042181E-03 0.15105408E-03
     376.062500 -0.16953594E-03 0.13975108E-03
     376.125000 0.13864097E-03 0.15098914E-03
     376.187500 -0.37840000E-04 0.14455355E-03
     376.250000 0.72168354E-04 0.14856513E-03
     376.312500 0.27798102E-03 0.15607035E-03
     376.375000 -0.30069292E-04 0.14483690E-03
     376.437500 0.95630065E-04 0.14942070E-03
     376.500000 0.36051988E-04 0.14724811E-03
     376.562500 0.19217412E-03 0.15294130E-03
     376.625000 0.39656493E-06 0.14594790E-03
     376.687500 -0.94776624E-04 0.14247728E-03
     376.750000 -0.24758553E-03 0.13690490E-03
     376.812500 0.62058702E-04 0.14819647E-03
     376.875000 0.37934056E-04 0.14731674E-03
     376.937500 -0.81124690E-05 0.14563759E-03
     377.000000 -0.37007791E-03 0.13243807E-03
     377.062500 0.19852395E-03 0.15317285E-03
     377.125000 -0.16997750E-03 0.13973498E-03
     377.187500 -0.11427436E-03 0.14176627E-03
     377.250000 -0.31345862E-04 0.14479036E-03
     377.312500 0.66410146E-04 0.14835515E-03
     377.375000 0.36964063E-05 0.14606821E-03
     377.437500 -0.24357991E-04 0.14504518E-03
     377.500000 -0.38960770E-04 0.14451268E-03
     377.562500 -0.37558792E-04 0.14456380E-03
     377.625000 -0.36933670E-04 0.14458661E-03
     377.687500 -0.38256455E-03 0.13198274E-03
     377.750000 0.22392708E-03 0.15409921E-03
     377.812500 0.51349773E-04 0.14780596E-03
     377.875000 -0.14026384E-03 0.14081853E-03
     377.937500 0.18117753E-03 0.15254029E-03
     378.000000 0.15983960E-03 0.15176216E-03
     378.062500 -0.48926107E-04 0.14414928E-03
     378.125000 0.17849659E-03 0.15244253E-03
     378.187500 -0.24630010E-03 0.13695178E-03
     378.250000 -0.17134620E-04 0.14530859E-03
     378.312500 0.18578218E-03 0.15270821E-03
     378.375000 0.24743786E-04 0.14683574E-03
     378.437500 0.96089809E-06 0.14596846E-03
     378.500000 0.96378681E-04 0.14944799E-03
     378.562500 0.49435159E-04 0.14773617E-03
     378.625000 0.11648503E-03 0.15018121E-03
     378.687500 0.52755102E-04 0.14785721E-03
     378.750000 0.76497301E-04 0.14872300E-03
     378.812500 -0.14811831E-03 0.14053211E-03
     378.875000 0.11111692E-03 0.14998546E-03
     378.937500 -0.15165437E-03 0.14040318E-03
     379.000000 0.23023479E-03 0.15432925E-03
     379.062500 -0.76834280E-04 0.14313158E-03
     379.125000 -0.54917182E-04 0.14393081E-03
     379.187500 0.59359596E-03 0.16757965E-03
     379.250000 -0.18367825E-03 0.13923539E-03
     379.312500 -0.10891631E-03 0.14196167E-03
     379.375000 0.58691370E-04 0.14807370E-03
     379.437500 0.12092310E-03 0.15034305E-03
     379.500000 -0.15900411E-03 0.14013516E-03
     379.562500 0.81970713E-04 0.14892261E-03
     379.625000 0.10933178E-04 0.14633214E-03
     379.687500 0.15577103E-03 0.15161383E-03
     379.750000 -0.26354935E-04 0.14497238E-03
     379.812500 -0.69722431E-04 0.14339092E-03
     379.875000 0.47876183E-04 0.14767933E-03
     379.937500 0.46284178E-04 0.14762126E-03
     380.000000 0.16798150E-03 0.15205910E-03
     380.062500 0.20009489E-03 0.15323015E-03
     380.125000 -0.22285921E-03 0.13780659E-03
     380.187500 0.22737721E-03 0.15422504E-03
     380.250000 -0.15895863E-03 0.14013682E-03
     380.312500 0.11609875E-03 0.15016714E-03
     380.375000 -0.17787050E-03 0.13944718E-03
     380.437500 0.19527246E-03 0.15305429E-03
     380.500000 -0.13943577E-03 0.14084874E-03
     380.562500 0.28702254E-04 0.14698011E-03
     380.625000 0.13926227E-03 0.15101182E-03
     380.687500 -0.38625232E-04 0.14452492E-03
     380.750000 -0.38939710E-04 0.14451345E-03
     380.812500 -0.18754051E-03 0.13909454E-03
     380.875000 -0.16088164E-03 0.14006668E-03
     380.937500 0.68524838E-04 0.14843229E-03
     381.000000 -0.88665889E-04 0.14270014E-03
     381.062500 0.14976249E-03 0.15139471E-03
     381.125000 -0.98908131E-04 0.14232664E-03
     381.187500 0.27823806E-03 0.15607972E-03
     381.250000 0.11352120E-03 0.15007313E-03
     381.312500 0.37170530E-03 0.15948813E-03
     381.375000 0.21607333E-03 0.15381283E-03
     381.437500 -0.12298659E-03 0.14144859E-03
     381.500000 0.22097569E-03 0.15399160E-03
     381.562500 0.38029786E-04 0.14732026E-03
     381.625000 -0.11488417E-04 0.14551450E-03
     381.687500 0.13600717E-04 0.14642940E-03
     381.750000 0.32571240E-03 0.15781097E-03
     381.812500 0.15579353E-03 0.15161463E-03
     381.875000 0.12966763E-03 0.15066194E-03
     381.937500 0.35041550E-04 0.14721128E-03
     382.000000 0.97179473E-04 0.14947720E-03
     382.062500 -0.12271639E-03 0.14145843E-03
     382.125000 0.74357238E-04 0.14864496E-03
     382.187500 0.11808804E-03 0.15023966E-03
     382.250000 0.81254650E-04 0.14889649E-03
     382.312500 -0.18707718E-03 0.13911143E-03
     382.375000 0.32731088E-04 0.14712702E-03
     382.437500 0.13621181E-03 0.15090057E-03
     382.500000 0.20913810E-03 0.15355991E-03
     382.562500 -0.22949933E-03 0.13756446E-03
     382.625000 0.25380874E-04 0.14685898E-03
     382.687500 0.17198761E-04 0.14656062E-03
     382.750000 0.21224720E-04 0.14670743E-03
     382.812500 0.25196330E-03 0.15512160E-03
     382.875000 -0.19503456E-03 0.13882127E-03
     382.937500 -0.31920965E-04 0.14476939E-03
     383.000000 -0.15037590E-03 0.14044980E-03
     383.062500 -0.90240181E-04 0.14264270E-03
     383.125000 0.60420507E-05 0.14615378E-03
     383.187500 0.20583156E-03 0.15343934E-03
     383.250000 0.30131516E-04 0.14703222E-03
     383.312500 -0.43557284E-04 0.14434507E-03
     383.375000 -0.35832287E-04 0.14462677E-03
     383.437500 -0.18263454E-03 0.13927344E-03
     383.500000 0.63700965E-04 0.14825638E-03
     383.562500 0.24337407E-04 0.14682094E-03
     383.625000 0.13387071E-03 0.15081519E-03
     383.687500 -0.10048482E-03 0.14226914E-03
     383.750000 0.90465628E-05 0.14626334E-03
     383.812500 0.17348937E-03 0.15225995E-03
     383.875000 -0.43820977E-03 0.12995358E-03
     383.937500 0.29381465E-04 0.14700486E-03
     384.000000 -0.30849714E-03 0.13468371E-03
     384.062500 -0.22485734E-04 0.14511347E-03
     384.125000 -0.20484650E-03 0.13846347E-03
     384.187500 0.86159416E-04 0.14907536E-03
     384.250000 -0.82856466E-04 0.14291197E-03
     384.312500 0.64739645E-04 0.14829426E-03
     384.375000 -0.24725596E-04 0.14503179E-03
     384.437500 0.57709651E-04 0.14803789E-03
     384.500000 0.91330316E-04 0.14926391E-03
     384.562500 -0.33240972E-03 0.13381170E-03
     384.625000 0.14535265E-03 0.15123391E-03
     384.687500 -0.43560634E-04 0.14434496E-03
     384.750000 0.28289799E-03 0.15624968E-03
     384.812500 0.21328684E-03 0.15371123E-03
     384.875000 -0.19388603E-04 0.14522643E-03
     384.937500 0.85038169E-04 0.14903447E-03
     385.000000 0.46717600E-04 0.14763707E-03
     385.062500 0.86452110E-05 0.14624873E-03
     385.125000 -0.93606075E-04 0.14252002E-03
     385.187500 0.48155238E-04 0.14768953E-03
     385.250000 0.60314007E-04 0.14813291E-03
     385.312500 -0.25936830E-04 0.14498766E-03
     385.375000 0.18175335E-03 0.15256135E-03
     385.437500 0.23161618E-03 0.15437965E-03
     385.500000 -0.28483078E-03 0.13554677E-03
     385.562500 -0.14871257E-03 0.14051048E-03
     385.625000 -0.50570765E-04 0.14408935E-03
     385.687500 -0.18259410E-03 0.13927494E-03
     385.750000 -0.56142537E-04 0.14388617E-03
     385.812500 -0.22032736E-03 0.13789897E-03
     385.875000 0.33814282E-04 0.14716656E-03
     385.937500 0.98416313E-04 0.14952234E-03
     386.000000 -0.19006111E-03 0.13900266E-03
     386.062500 0.22443206E-03 0.15411766E-03
     386.125000 0.19247328E-03 0.15295224E-03
     386.187500 0.12134049E-03 0.15035832E-03
