(Number of Powers   32768 )
(Number of Trafos   752.000 )
(Flux    517.90893600 )
(Average Poisson level      0.00400195 )
(Renormalization const  0.20076209E-02 )
(Background rate   10.000000     )
(Count rate per PCU   220.91411     )
(Count rate * VLE rate per PCU   18698.281     )
    1230.312500 0.29154177E-03 0.15656998E-03
    1230.375000 -0.82071710E-04 0.14294569E-03
    1230.437500 -0.10064014E-03 0.14226857E-03
    1230.500000 0.94122304E-04 0.14937084E-03
    1230.562500 -0.10303939E-03 0.14218107E-03
    1230.625000 0.10186071E-03 0.14965300E-03
    1230.687500 -0.15317985E-03 0.14035265E-03
    1230.750000 0.27656418E-03 0.15602379E-03
    1230.812500 -0.29229013E-04 0.14487267E-03
    1230.875000 -0.10013947E-03 0.14228684E-03
    1230.937500 -0.21207202E-03 0.13820507E-03
    1231.000000 0.27484199E-03 0.15596100E-03
    1231.062500 0.22499376E-04 0.14675902E-03
    1231.125000 0.36275040E-04 0.14726135E-03
    1231.187500 0.19944584E-03 0.15321157E-03
    1231.250000 0.73645724E-05 0.14620709E-03
    1231.312500 -0.11683946E-05 0.14589593E-03
    1231.375000 -0.14899785E-03 0.14050514E-03
    1231.437500 0.89865156E-04 0.14921559E-03
    1231.500000 0.15448441E-03 0.15157201E-03
    1231.562500 -0.76911339E-04 0.14313388E-03
    1231.625000 -0.21810042E-03 0.13798523E-03
    1231.687500 0.85462016E-04 0.14905503E-03
    1231.750000 -0.18990986E-03 0.13901324E-03
    1231.812500 0.12333241E-04 0.14638828E-03
    1231.875000 -0.24361556E-03 0.13705480E-03
    1231.937500 -0.17518837E-03 0.13955009E-03
    1232.000000 -0.28432460E-03 0.13557028E-03
    1232.062500 0.24439482E-03 0.15485071E-03
    1232.125000 0.46441655E-04 0.14763209E-03
    1232.187500 -0.63450389E-04 0.14362474E-03
    1232.250000 0.22587855E-03 0.15417548E-03
    1232.312500 0.10961418E-04 0.14633825E-03
    1232.375000 -0.19358878E-03 0.13887908E-03
    1232.437500 -0.38013895E-03 0.13207630E-03
    1232.500000 -0.64235384E-04 0.14359612E-03
    1232.562500 0.24348681E-03 0.15481759E-03
    1232.625000 0.61072198E-04 0.14816562E-03
    1232.687500 -0.28821680E-04 0.14488753E-03
    1232.750000 -0.33580675E-03 0.13369293E-03
    1232.812500 -0.11865141E-03 0.14161176E-03
    1232.875000 0.10593884E-03 0.14980174E-03
    1232.937500 0.25438002E-03 0.15521482E-03
    1233.000000 -0.19385348E-03 0.13886944E-03
    1233.062500 0.21496332E-03 0.15377745E-03
    1233.125000 0.14425798E-03 0.15119907E-03
    1233.187500 0.16927435E-03 0.15211133E-03
    1233.250000 0.36852300E-04 0.14728241E-03
    1233.312500 -0.53893822E-04 0.14397323E-03
    1233.375000 0.10489442E-03 0.14976364E-03
    1233.437500 0.42201260E-04 0.14747745E-03
    1233.500000 0.40716690E-03 0.16078638E-03
    1233.562500 0.14999848E-03 0.15140841E-03
    1233.625000 0.21860133E-05 0.14601825E-03
    1233.687500 -0.13225811E-03 0.14111558E-03
    1233.750000 -0.25369576E-03 0.13668720E-03
    1233.812500 0.66863195E-05 0.14618236E-03
    1233.875000 0.73956609E-04 0.14863546E-03
    1233.937500 0.68319976E-04 0.14842991E-03
    1234.000000 0.14293809E-04 0.14645977E-03
    1234.062500 0.52898700E-04 0.14786757E-03
    1234.125000 0.31997071E-04 0.14710537E-03
    1234.187500 0.17003900E-03 0.15213924E-03
    1234.250000 0.68117748E-04 0.14842255E-03
    1234.312500 -0.14786798E-03 0.14054636E-03
    1234.375000 0.20117690E-03 0.15327471E-03
    1234.437500 -0.14273585E-03 0.14073351E-03
    1234.500000 -0.13604858E-03 0.14097737E-03
    1234.562500 -0.15755164E-03 0.14019322E-03
    1234.625000 -0.56684614E-04 0.14387148E-03
    1234.687500 0.23128997E-03 0.15437281E-03
    1234.750000 0.10026847E-03 0.14959495E-03
    1234.812500 0.15097421E-03 0.15144401E-03
    1234.875000 0.52403051E-04 0.14784948E-03
    1234.937500 -0.25485604E-03 0.13664490E-03
    1235.000000 0.64801628E-04 0.14830161E-03
    1235.062500 -0.74506344E-04 0.14322158E-03
    1235.125000 0.13331906E-03 0.15080019E-03
    1235.187500 -0.44039291E-04 0.14433260E-03
    1235.250000 0.15169842E-03 0.15147041E-03
    1235.312500 0.13099471E-03 0.15071544E-03
    1235.375000 -0.94378389E-04 0.14249692E-03
    1235.437500 0.11378997E-03 0.15008805E-03
    1235.500000 0.12021398E-03 0.15032232E-03
    1235.562500 0.33146320E-04 0.14714728E-03
    1235.625000 0.23008234E-03 0.15432879E-03
    1235.687500 0.12738900E-04 0.14640308E-03
    1235.750000 -0.12753045E-03 0.14128798E-03
    1235.812500 0.14059914E-03 0.15106567E-03
    1235.875000 -0.53412536E-04 0.14399079E-03
    1235.937500 0.21666278E-05 0.14601757E-03
    1236.000000 -0.59715450E-04 0.14376096E-03
    1236.062500 -0.11306911E-03 0.14181534E-03
    1236.125000 -0.12500292E-03 0.14138018E-03
    1236.187500 0.33257129E-04 0.14715134E-03
    1236.250000 -0.63382184E-04 0.14362726E-03
    1236.312500 0.18264077E-03 0.15259879E-03
    1236.375000 -0.28303321E-03 0.13561742E-03
    1236.437500 0.10716754E-03 0.14984657E-03
    1236.500000 0.24287629E-04 0.14682426E-03
    1236.562500 -0.14519924E-03 0.14064371E-03
    1236.625000 -0.73055300E-04 0.14327452E-03
    1236.687500 0.15405650E-03 0.15155644E-03
    1236.750000 0.70442809E-04 0.14850736E-03
    1236.812500 -0.16106951E-04 0.14535122E-03
    1236.875000 -0.99274301E-04 0.14231841E-03
    1236.937500 -0.10573469E-05 0.14590003E-03
    1237.000000 0.47203193E-04 0.14765988E-03
    1237.062500 -0.16270507E-03 0.14000533E-03
    1237.125000 -0.17961352E-03 0.13938875E-03
    1237.187500 0.28134571E-04 0.14696454E-03
    1237.250000 -0.31659860E-04 0.14478406E-03
    1237.312500 0.30582672E-03 0.15709094E-03
    1237.375000 0.20825690E-03 0.15353292E-03
    1237.437500 0.73569136E-05 0.14620686E-03
    1237.500000 0.21408690E-03 0.15374552E-03
    1237.562500 -0.27577418E-04 0.14493294E-03
    1237.625000 0.89067718E-04 0.14918654E-03
    1237.687500 -0.59441183E-04 0.14377097E-03
    1237.750000 0.30148725E-03 0.15693267E-03
    1237.812500 -0.37195015E-04 0.14458220E-03
    1237.875000 0.36029491E-04 0.14725243E-03
    1237.937500 -0.29636300E-03 0.13513133E-03
    1238.000000 -0.17263857E-04 0.14530902E-03
    1238.062500 -0.16023377E-03 0.14009545E-03
    1238.125000 -0.38517537E-04 0.14453397E-03
    1238.187500 -0.72895673E-04 0.14328034E-03
    1238.250000 0.22172933E-04 0.14674714E-03
    1238.312500 -0.15765430E-04 0.14536367E-03
    1238.375000 0.23157047E-04 0.14678303E-03
    1238.437500 0.71857949E-05 0.14620062E-03
    1238.500000 -0.68723246E-04 0.14343249E-03
    1238.562500 -0.52832645E-04 0.14401197E-03
    1238.625000 -0.25757335E-03 0.13654584E-03
    1238.687500 -0.17440720E-04 0.14530258E-03
    1238.750000 -0.77905745E-04 0.14309764E-03
    1238.812500 -0.37690421E-04 0.14456415E-03
    1238.875000 0.23043127E-04 0.14677887E-03
    1238.937500 -0.17991316E-03 0.13937782E-03
    1239.000000 -0.40806699E-04 0.14445052E-03
    1239.062500 -0.13982922E-03 0.14083952E-03
    1239.125000 -0.11664298E-03 0.14168504E-03
    1239.187500 0.18077929E-03 0.15253091E-03
    1239.250000 -0.16290633E-03 0.13999798E-03
    1239.312500 -0.21848957E-03 0.13797107E-03
    1239.375000 -0.34078977E-04 0.14469583E-03
    1239.437500 0.37792135E-04 0.14731674E-03
    1239.500000 -0.56339744E-04 0.14388410E-03
    1239.562500 0.10429873E-05 0.14597664E-03
    1239.625000 0.19948102E-03 0.15321292E-03
    1239.687500 0.27985184E-03 0.15614374E-03
    1239.750000 -0.10896345E-03 0.14196512E-03
    1239.812500 -0.92222770E-04 0.14257558E-03
    1239.875000 -0.18481004E-03 0.13919927E-03
    1239.937500 0.66738263E-04 0.14837229E-03
    1240.000000 -0.22038001E-03 0.13790217E-03
    1240.062500 -0.10007892E-03 0.14228909E-03
    1240.125000 -0.22710486E-03 0.13765693E-03
    1240.187500 0.18581927E-03 0.15271471E-03
    1240.250000 0.25179599E-04 0.14685681E-03
    1240.312500 0.24488711E-03 0.15486871E-03
    1240.375000 0.16934927E-03 0.15211414E-03
    1240.437500 -0.14332269E-03 0.14071216E-03
    1240.500000 0.33738319E-03 0.15824170E-03
    1240.562500 -0.95581243E-04 0.14245311E-03
    1240.625000 0.24026426E-03 0.15470013E-03
    1240.687500 -0.82940227E-04 0.14291408E-03
    1240.750000 0.26445257E-03 0.15558219E-03
    1240.812500 0.68583475E-04 0.14843959E-03
    1240.875000 -0.66004250E-04 0.14353167E-03
    1240.937500 0.72732451E-04 0.14859089E-03
    1241.000000 0.47231197E-05 0.14611083E-03
    1241.062500 0.13349329E-03 0.15080659E-03
    1241.125000 0.13706404E-03 0.15093682E-03
    1241.187500 -0.92118658E-04 0.14257937E-03
    1241.250000 -0.33576867E-04 0.14471417E-03
    1241.312500 -0.33137441E-03 0.13385463E-03
    1241.375000 -0.32934753E-04 0.14473758E-03
    1241.437500 0.62203020E-04 0.14820691E-03
    1241.500000 0.31647269E-03 0.15747918E-03
    1241.562500 -0.19073673E-03 0.13898315E-03
    1241.625000 0.70505754E-04 0.14850967E-03
    1241.687500 -0.40288076E-04 0.14446944E-03
    1241.750000 -0.45730612E-05 0.14577183E-03
    1241.812500 -0.35178207E-04 0.14465579E-03
    1241.875000 0.78711317E-04 0.14880892E-03
    1241.937500 -0.23353870E-03 0.13742232E-03
    1242.000000 -0.10827754E-03 0.14199012E-03
    1242.062500 -0.37900791E-04 0.14455650E-03
    1242.125000 -0.18592147E-03 0.13915874E-03
    1242.187500 -0.15074805E-03 0.14044138E-03
    1242.250000 0.27571816E-03 0.15599301E-03
    1242.312500 -0.48288541E-04 0.14417770E-03
    1242.375000 -0.22331679E-03 0.13779508E-03
    1242.437500 0.36435631E-04 0.14726727E-03
    1242.500000 0.50205552E-04 0.14776942E-03
    1242.562500 0.30226624E-03 0.15696110E-03
    1242.625000 0.19287367E-03 0.15297197E-03
    1242.687500 0.21831605E-03 0.15389977E-03
    1242.750000 -0.13366177E-03 0.14106445E-03
    1242.812500 0.36571664E-03 0.15927490E-03
    1242.875000 -0.22786569E-04 0.14510765E-03
    1242.937500 -0.36980816E-05 0.14580374E-03
    1243.000000 -0.49244412E-04 0.14414285E-03
    1243.062500 0.21160342E-04 0.14671024E-03
    1243.125000 -0.44000040E-04 0.14433407E-03
    1243.187500 -0.22457087E-03 0.13774935E-03
    1243.250000 0.17748255E-03 0.15241071E-03
    1243.312500 0.21083660E-03 0.15362701E-03
    1243.375000 0.18963079E-03 0.15285373E-03
    1243.437500 0.53484811E-04 0.14788899E-03
    1243.500000 -0.34008711E-03 0.13353692E-03
    1243.562500 0.13325132E-03 0.15079779E-03
    1243.625000 0.15694661E-03 0.15166185E-03
    1243.687500 -0.35167317E-03 0.13311442E-03
    1243.750000 -0.11186410E-03 0.14185935E-03
    1243.812500 -0.10728314E-04 0.14554738E-03
    1243.875000 0.16360039E-03 0.15190450E-03
    1243.937500 -0.22151419E-03 0.13786083E-03
    1244.000000 0.15745638E-03 0.15168045E-03
    1244.062500 0.11098912E-03 0.14998596E-03
    1244.125000 0.93593393E-04 0.14935160E-03
    1244.187500 -0.20098159E-03 0.13860955E-03
    1244.250000 0.20690518E-03 0.15348366E-03
    1244.312500 0.84555446E-04 0.14902202E-03
    1244.375000 0.29409060E-03 0.15666298E-03
    1244.437500 0.43652537E-04 0.14753046E-03
    1244.500000 0.31849886E-04 0.14710004E-03
    1244.562500 0.18294089E-03 0.15260978E-03
    1244.625000 -0.66496308E-04 0.14351374E-03
    1244.687500 -0.72817653E-04 0.14328322E-03
    1244.750000 0.12302129E-04 0.14638722E-03
    1244.812500 0.73222113E-05 0.14620562E-03
    1244.875000 0.24499910E-03 0.15487280E-03
    1244.937500 -0.12290498E-03 0.14145674E-03
    1245.000000 -0.10600226E-03 0.14207311E-03
    1245.062500 0.28993227E-03 0.15651135E-03
    1245.125000 -0.22458618E-03 0.13774881E-03
    1245.187500 -0.68222813E-04 0.14345079E-03
    1245.250000 -0.96353309E-04 0.14242498E-03
    1245.312500 0.10157328E-03 0.14964263E-03
    1245.375000 -0.17901161E-03 0.13941074E-03
    1245.437500 -0.16499567E-03 0.13992185E-03
    1245.500000 -0.11892903E-03 0.14160172E-03
    1245.562500 -0.77470168E-05 0.14565611E-03
    1245.625000 -0.14340717E-04 0.14541566E-03
    1245.687500 0.76584183E-04 0.14873136E-03
    1245.750000 0.41357631E-04 0.14744677E-03
    1245.812500 -0.25744963E-03 0.13655040E-03
    1245.875000 0.55317098E-04 0.14795583E-03
    1245.937500 0.25112779E-03 0.15509631E-03
    1246.000000 0.15298216E-03 0.15151731E-03
    1246.062500 -0.27088472E-04 0.14495081E-03
    1246.125000 0.19290671E-03 0.15297321E-03
    1246.187500 -0.38826027E-04 0.14452277E-03
    1246.250000 -0.17202710E-03 0.13966544E-03
    1246.312500 0.29484471E-03 0.15669050E-03
    1246.375000 -0.16545541E-03 0.13990508E-03
    1246.437500 0.10320357E-03 0.14970207E-03
    1246.500000 0.13645807E-03 0.15091473E-03
    1246.562500 -0.25795508E-03 0.13653198E-03
    1246.625000 0.10861141E-03 0.14989928E-03
    1246.687500 -0.20921469E-03 0.13830936E-03
    1246.750000 -0.22383398E-03 0.13777625E-03
    1246.812500 -0.68709844E-04 0.14343305E-03
    1246.875000 -0.21467230E-03 0.13811034E-03
    1246.937500 -0.10400268E-03 0.14214605E-03
    1247.000000 0.25081236E-03 0.15508481E-03
    1247.062500 0.37693531E-04 0.14731319E-03
    1247.125000 0.13309122E-03 0.15079197E-03
    1247.187500 0.32459211E-03 0.15777528E-03
    1247.250000 0.32432310E-03 0.15776548E-03
    1247.312500 0.12361338E-03 0.15044636E-03
    1247.375000 -0.67034554E-04 0.14349414E-03
    1247.437500 0.16072296E-03 0.15179958E-03
    1247.500000 -0.15493986E-03 0.14028855E-03
    1247.562500 -0.19008312E-04 0.14524547E-03
    1247.625000 0.14163184E-03 0.15110342E-03
    1247.687500 -0.13638771E-04 0.14544128E-03
    1247.750000 -0.15155601E-03 0.14041195E-03
    1247.812500 -0.87078908E-04 0.14276319E-03
    1247.875000 -0.10357860E-03 0.14216152E-03
    1247.937500 -0.28942421E-03 0.13538441E-03
    1248.000000 0.10042499E-03 0.14960076E-03
    1248.062500 -0.36152029E-04 0.14462031E-03
    1248.125000 0.56459648E-05 0.14614454E-03
    1248.187500 0.12766184E-04 0.14640417E-03
    1248.250000 0.13572763E-03 0.15088811E-03
    1248.312500 0.38743223E-04 0.14735146E-03
    1248.375000 0.10407855E-04 0.14631818E-03
    1248.437500 -0.27324160E-03 0.13597455E-03
    1248.500000 -0.34260625E-04 0.14468930E-03
    1248.562500 -0.37011210E-04 0.14458899E-03
    1248.625000 -0.79540350E-05 0.14564861E-03
    1248.687500 -0.11141129E-03 0.14187589E-03
    1248.750000 0.13828796E-03 0.15098149E-03
    1248.812500 0.17607913E-03 0.15235960E-03
    1248.875000 -0.27562579E-04 0.14493355E-03
    1248.937500 -0.27854749E-03 0.13578107E-03
    1249.000000 -0.17132635E-03 0.13969104E-03
    1249.062500 -0.80912170E-04 0.14298809E-03
    1249.125000 -0.37201980E-03 0.13237249E-03
    1249.187500 -0.13308522E-03 0.14108553E-03
    1249.250000 -0.31614625E-04 0.14478578E-03
    1249.312500 -0.13902676E-03 0.14086887E-03
    1249.375000 0.15837085E-03 0.15171383E-03
    1249.437500 -0.94275951E-04 0.14250076E-03
    1249.500000 0.95456075E-04 0.14941957E-03
    1249.562500 0.43515403E-04 0.14752550E-03
    1249.625000 0.27574784E-04 0.14694419E-03
    1249.687500 -0.13437544E-03 0.14103849E-03
    1249.750000 0.12227219E-04 0.14638453E-03
    1249.812500 -0.10564638E-03 0.14208612E-03
    1249.875000 0.26716702E-03 0.15568122E-03
    1249.937500 0.97074408E-04 0.14947858E-03
    1250.000000 -0.23406306E-03 0.13740327E-03
    1250.062500 0.49482303E-04 0.14774311E-03
    1250.125000 -0.78903977E-04 0.14306133E-03
    1250.187500 0.16353218E-03 0.15190206E-03
    1250.250000 -0.61359387E-04 0.14370112E-03
    1250.312500 0.26436019E-03 0.15557891E-03
    1250.375000 -0.14758916E-03 0.14055664E-03
    1250.437500 -0.25033587E-03 0.13680986E-03
    1250.500000 -0.18239355E-03 0.13928747E-03
    1250.562500 -0.51016632E-04 0.14407828E-03
    1250.625000 -0.58111960E-04 0.14381955E-03
    1250.687500 0.15514472E-03 0.15159621E-03
    1250.750000 -0.26980872E-03 0.13609976E-03
    1250.812500 -0.10009854E-04 0.14557365E-03
    1250.875000 -0.94375755E-04 0.14249714E-03
    1250.937500 -0.22002222E-03 0.13791528E-03
    1251.000000 0.92705253E-04 0.14931928E-03
    1251.062500 -0.13716360E-03 0.14093683E-03
    1251.125000 0.18823217E-03 0.15280281E-03
    1251.187500 0.13054238E-03 0.15069907E-03
    1251.250000 -0.13734668E-03 0.14093016E-03
    1251.312500 0.66562839E-04 0.14836597E-03
    1251.375000 -0.17232099E-03 0.13965477E-03
    1251.437500 0.11951036E-04 0.14637450E-03
    1251.500000 -0.87327091E-04 0.14275419E-03
    1251.562500 -0.16557245E-03 0.13990088E-03
    1251.625000 -0.12836140E-03 0.14125781E-03
    1251.687500 -0.71357994E-04 0.14333653E-03
    1251.750000 -0.80103244E-04 0.14301762E-03
    1251.812500 0.23393669E-03 0.15446948E-03
    1251.875000 0.86358057E-04 0.14908783E-03
    1251.937500 -0.12961308E-03 0.14121218E-03
    1252.000000 0.48927304E-04 0.14772288E-03
    1252.062500 -0.13183714E-03 0.14113108E-03
    1252.125000 -0.26925275E-03 0.13612004E-03
    1252.187500 0.19498215E-04 0.14664971E-03
    1252.250000 -0.79250043E-04 0.14304873E-03
    1252.312500 -0.31242234E-04 0.14479939E-03
    1252.375000 0.12397884E-03 0.15045972E-03
    1252.437500 0.29205726E-03 0.15658890E-03
    1252.500000 0.14074513E-03 0.15107113E-03
    1252.562500 0.11504667E-03 0.15013400E-03
    1252.625000 -0.14983765E-03 0.14047466E-03
    1252.687500 0.22134044E-03 0.15401014E-03
    1252.750000 -0.21010666E-03 0.13827688E-03
    1252.812500 0.18476288E-04 0.14661244E-03
    1252.875000 -0.10475537E-03 0.14211865E-03
    1252.937500 -0.33957876E-04 0.14470036E-03
    1253.000000 -0.10931407E-03 0.14195241E-03
    1253.062500 -0.15160412E-04 0.14538583E-03
    1253.125000 0.70449511E-04 0.14850771E-03
    1253.187500 0.10882704E-03 0.14990720E-03
    1253.250000 -0.11378231E-03 0.14178947E-03
    1253.312500 -0.82101629E-04 0.14294474E-03
    1253.375000 -0.17069356E-03 0.13971413E-03
    1253.437500 -0.15229745E-03 0.14038496E-03
    1253.500000 -0.52229301E-04 0.14403407E-03
    1253.562500 -0.10526346E-03 0.14210011E-03
    1253.625000 -0.32489846E-04 0.14475390E-03
    1253.687500 0.61574065E-05 0.14616321E-03
    1253.750000 0.10162281E-03 0.14964447E-03
    1253.812500 0.72202579E-05 0.14620197E-03
    1253.875000 0.85777931E-04 0.14906666E-03
    1253.937500 -0.19380226E-03 0.13887144E-03
    1254.000000 0.16115638E-03 0.15181545E-03
    1254.062500 0.18541697E-03 0.15270014E-03
    1254.125000 0.98900229E-04 0.14954520E-03
    1254.187500 -0.72803530E-04 0.14328380E-03
    1254.250000 -0.13511234E-03 0.14101164E-03
    1254.312500 0.29808879E-03 0.15680885E-03
    1254.375000 -0.22222618E-03 0.13783493E-03
    1254.437500 0.19744267E-03 0.15313867E-03
    1254.500000 -0.20504107E-04 0.14519098E-03
    1254.562500 0.21525961E-03 0.15378838E-03
    1254.625000 -0.19489288E-03 0.13883167E-03
    1254.687500 -0.20214210E-03 0.13856731E-03
    1254.750000 0.16352022E-04 0.14653498E-03
    1254.812500 0.10054728E-03 0.14960526E-03
    1254.875000 -0.14591124E-03 0.14061783E-03
    1254.937500 -0.82001345E-04 0.14294840E-03
    1255.000000 0.66418761E-04 0.14836073E-03
    1255.062500 0.13065367E-03 0.15070313E-03
    1255.125000 -0.16986238E-04 0.14531925E-03
    1255.187500 0.26899858E-03 0.15574806E-03
    1255.250000 -0.18512666E-04 0.14526359E-03
    1255.312500 0.17059951E-04 0.14656078E-03
    1255.375000 -0.36412654E-04 0.14461085E-03
    1255.437500 -0.10521296E-03 0.14210196E-03
    1255.500000 0.19052229E-03 0.15288631E-03
    1255.562500 0.23952571E-04 0.14681215E-03
    1255.625000 -0.63865380E-04 0.14360974E-03
    1255.687500 0.24555195E-04 0.14683412E-03
    1255.750000 -0.68749091E-05 0.14568797E-03
    1255.812500 0.17228413E-03 0.15222123E-03
    1255.875000 -0.17410972E-03 0.13958954E-03
    1255.937500 0.18401355E-03 0.15264897E-03
    1256.000000 0.19201091E-03 0.15294061E-03
    1256.062500 -0.22770365E-03 0.13763519E-03
    1256.125000 0.80824335E-04 0.14888603E-03
    1256.187500 -0.12928927E-03 0.14122398E-03
    1256.250000 -0.10140622E-03 0.14224078E-03
    1256.312500 -0.75757547E-04 0.14317608E-03
    1256.375000 0.42296990E-04 0.14748109E-03
    1256.437500 -0.17742511E-03 0.13946866E-03
    1256.500000 0.93357892E-04 0.14934308E-03
    1256.562500 -0.73757488E-04 0.14324901E-03
    1256.625000 -0.18331735E-04 0.14527020E-03
    1256.687500 -0.75072589E-04 0.14320106E-03
    1256.750000 -0.17557009E-03 0.13953629E-03
    1256.812500 -0.33317916E-04 0.14472370E-03
    1256.875000 0.25735534E-03 0.15532346E-03
    1256.937500 -0.33310018E-04 0.14472399E-03
    1257.000000 0.46450270E-04 0.14763254E-03
    1257.062500 0.71530791E-04 0.14854713E-03
    1257.125000 -0.10011505E-03 0.14228787E-03
    1257.187500 -0.10594745E-03 0.14207518E-03
    1257.250000 0.19908014E-03 0.15319840E-03
    1257.312500 -0.11766467E-03 0.14164789E-03
    1257.375000 -0.71660506E-04 0.14332549E-03
    1257.437500 0.19987566E-03 0.15322740E-03
    1257.500000 -0.16701750E-03 0.13984818E-03
    1257.562500 0.22385098E-03 0.15410168E-03
    1257.625000 0.21830696E-04 0.14673478E-03
    1257.687500 0.17254284E-04 0.14656788E-03
    1257.750000 -0.61992170E-04 0.14367806E-03
    1257.812500 -0.12362128E-03 0.14143069E-03
    1257.875000 -0.20647343E-03 0.13840938E-03
    1257.937500 -0.33618821E-03 0.13367916E-03
    1258.000000 0.94155097E-04 0.14937216E-03
    1258.062500 -0.17421765E-03 0.13958562E-03
    1258.125000 -0.25144659E-03 0.13676938E-03
    1258.187500 0.43931352E-04 0.14754070E-03
    1258.250000 -0.28525392E-05 0.14583468E-03
    1258.312500 0.17783341E-03 0.15242360E-03
    1258.375000 0.54852804E-04 0.14793898E-03
    1258.437500 0.34362386E-03 0.15846937E-03
    1258.500000 -0.94194824E-04 0.14250375E-03
    1258.562500 0.16715654E-03 0.15203426E-03
    1258.625000 -0.26202676E-03 0.13638356E-03
    1258.687500 0.11701657E-03 0.15020583E-03
    1258.750000 -0.88147506E-04 0.14272428E-03
    1258.812500 -0.84985753E-04 0.14283958E-03
    1258.875000 0.22069880E-03 0.15398674E-03
    1258.937500 0.79799298E-04 0.14884867E-03
    1259.000000 0.93308357E-04 0.14934130E-03
    1259.062500 0.13769922E-04 0.14644083E-03
    1259.125000 -0.63265390E-04 0.14363164E-03
    1259.187500 -0.66159570E-04 0.14352609E-03
    1259.250000 0.81235259E-04 0.14890103E-03
    1259.312500 -0.15382077E-03 0.14032942E-03
    1259.375000 -0.13249720E-03 0.14110701E-03
    1259.437500 -0.38429702E-04 0.14453731E-03
    1259.500000 0.67540488E-04 0.14840164E-03
    1259.562500 0.36726651E-04 0.14727798E-03
    1259.625000 0.17056840E-04 0.14656069E-03
    1259.687500 -0.33177672E-04 0.14472882E-03
    1259.750000 0.27054009E-04 0.14692525E-03
    1259.812500 0.28554015E-03 0.15635128E-03
    1259.875000 0.99741468E-04 0.14957589E-03
    1259.937500 0.29793347E-04 0.14702514E-03
    1260.000000 0.13794717E-03 0.15096909E-03
    1260.062500 -0.96717093E-04 0.14241178E-03
    1260.125000 0.16336322E-03 0.15189592E-03
    1260.187500 -0.11096782E-03 0.14189210E-03
    1260.250000 0.13177157E-03 0.15074390E-03
    1260.312500 -0.63287648E-05 0.14570791E-03
    1260.375000 0.82263887E-05 0.14623867E-03
    1260.437500 0.17001363E-03 0.15213844E-03
    1260.500000 0.28776494E-03 0.15643239E-03
    1260.562500 0.17502227E-03 0.15232108E-03
    1260.625000 0.54351654E-04 0.14792070E-03
    1260.687500 0.14173331E-03 0.15110718E-03
    1260.750000 0.13075155E-03 0.15070671E-03
    1260.812500 -0.26165124E-03 0.13639724E-03
    1260.875000 -0.54963853E-04 0.14393436E-03
    1260.937500 0.10692606E-03 0.14983787E-03
    1261.000000 -0.13254219E-03 0.14110537E-03
    1261.062500 0.25490869E-03 0.15523424E-03
    1261.125000 0.33704191E-03 0.15822935E-03
    1261.187500 0.14180703E-03 0.15110985E-03
    1261.250000 0.18717052E-03 0.15276409E-03
    1261.312500 0.20564417E-04 0.14668859E-03
    1261.375000 0.14049743E-03 0.15106211E-03
    1261.437500 0.13555867E-03 0.15088201E-03
    1261.500000 -0.13100715E-03 0.14116135E-03
    1261.562500 0.24251489E-04 0.14682303E-03
    1261.625000 0.10492529E-03 0.14976492E-03
    1261.687500 0.57615118E-04 0.14803969E-03
    1261.750000 0.80533556E-06 0.14596805E-03
    1261.812500 -0.62154912E-04 0.14367214E-03
    1261.875000 0.31311636E-04 0.14708050E-03
    1261.937500 -0.36162607E-03 0.13275153E-03
    1262.000000 -0.13487204E-03 0.14102041E-03
    1262.062500 -0.23019577E-03 0.13754431E-03
    1262.125000 0.21956343E-04 0.14673936E-03
    1262.187500 0.33172549E-03 0.15803546E-03
    1262.250000 0.14983740E-03 0.15140268E-03
    1262.312500 -0.13614191E-03 0.14097409E-03
    1262.375000 -0.74979973E-04 0.14320445E-03
    1262.437500 -0.11410635E-04 0.14552257E-03
    1262.500000 0.10075574E-03 0.14961285E-03
    1262.562500 -0.15314802E-03 0.14035395E-03
    1262.625000 -0.14107133E-04 0.14542426E-03
    1262.687500 0.40013569E-04 0.14739782E-03
    1262.750000 0.23635939E-05 0.14602487E-03
    1262.812500 -0.13812474E-03 0.14090180E-03
    1262.875000 -0.79455865E-04 0.14304122E-03
    1262.937500 0.34797244E-03 0.15862794E-03
    1263.000000 0.59476602E-04 0.14810756E-03
    1263.062500 -0.16701511E-03 0.13984827E-03
    1263.125000 -0.59646285E-04 0.14376361E-03
    1263.187500 -0.14874512E-03 0.14051452E-03
    1263.250000 -0.27454404E-04 0.14493753E-03
    1263.312500 0.71690418E-04 0.14855295E-03
    1263.375000 0.71989103E-04 0.14856388E-03
    1263.437500 -0.10493199E-03 0.14211223E-03
    1263.500000 0.16940957E-03 0.15211642E-03
    1263.562500 0.25495990E-04 0.14686843E-03
    1263.625000 -0.18318045E-03 0.13925880E-03
    1263.687500 0.16082730E-03 0.15180348E-03
    1263.750000 -0.18384817E-03 0.13923446E-03
    1263.812500 0.10623010E-04 0.14632609E-03
    1263.875000 -0.16146894E-03 0.14005054E-03
    1263.937500 0.30092555E-03 0.15691233E-03
    1264.000000 -0.18005029E-03 0.13937295E-03
    1264.062500 -0.89578680E-04 0.14267210E-03
    1264.125000 0.12652407E-03 0.15055256E-03
    1264.187500 0.15277683E-04 0.14649583E-03
