# (Number of Powers   32768 )
# (Number of Trafos   752.000 )
# (Flux    517.90893600 )
# (Average Poisson level      0.00400195 )
# (Renormalization const  0.20076209E-02 )
# (Background rate   10.000000     )
# (Count rate per PCU   220.91411     )
# (Count rate * VLE rate per PCU   18698.281     )

154.87500 	 0.0000179438 	 0.0000136783
162.21875 	 0.0000086241 	 0.0000133595
169.90625 	 0.0000017410 	 0.0000130164
177.96875 	 0.0000055322 	 0.0000127263
186.40625 	 0.0000286872 	 0.0000125200
195.21875 	 -0.0000086676 	 0.0000121418
204.43750 	 0.0000138353 	 0.0000119250
214.09375 	 0.0000013106 	 0.0000116223
224.21875 	 0.0000190608 	 0.0000113886
234.84375 	 0.0000023764 	 0.0000110767
245.96875 	 0.0000013221 	 0.0000108284
257.59375 	 0.0000039773 	 0.0000106037
269.75000 	 -0.0000085964 	 0.0000103303
282.50000 	 0.0000058133 	 0.0000101158
295.84375 	 0.0000242304 	 0.0000099503
309.81250 	 0.0000003016 	 0.0000096509
324.46875 	 0.0000002534 	 0.0000094281
339.81250 	 0.0000046137 	 0.0000092273
355.87500 	 0.0000023583 	 0.0000090105
372.68750 	 -0.0000023070 	 0.0000088012
390.28125 	 -0.0000028028 	 0.0000085998
408.71875 	 0.0000097126 	 0.0000084230
428.03125 	 0.0000003509 	 0.0000082154
448.25000 	 -0.0000041858 	 0.0000080179
469.40625 	 0.0000096865 	 0.0000078694
491.56250 	 -0.0000087156 	 0.0000076487
514.78125 	 -0.0000045935 	 0.0000074825
539.09375 	 -0.0000023622 	 0.0000073151
564.53125 	 0.0000091329 	 0.0000071760
591.15625 	 0.0000131575 	 0.0000070164
619.06250 	 0.0000244805 	 0.0000068726
648.28125 	 0.0000304137 	 0.0000067300
678.87500 	 0.0000038044 	 0.0000065302
710.90625 	 0.0000086738 	 0.0000063934
744.43750 	 -0.0000027109 	 0.0000062281
779.56250 	 0.0000088720 	 0.0000061033
816.34375 	 0.0000033528 	 0.0000059569
854.84375 	 0.0000164551 	 0.0000058422
895.15625 	 0.0000206821 	 0.0000057136
937.37500 	 0.0000312162 	 0.0000055987
981.59375 	 0.0000143800 	 0.0000054474
1027.90625 	 0.0000124020 	 0.0000053207
1076.37500 	 0.0000051581 	 0.0000051926
1127.12500 	 0.0000012138 	 0.0000050673
1180.28125 	 -0.0000080538 	 0.0000049410
1235.93750 	 0.0000075778 	 0.0000048478
1294.21875 	 0.0000044731 	 0.0000047333
1355.25000 	 -0.0000053818 	 0.0000046141
1419.15625 	 -0.0000004030 	 0.0000045150
1486.06250 	 -0.0000008709 	 0.0000044122
1556.12500 	 -0.0000057452 	 0.0000043057
1629.50000 	 -0.0000028324 	 0.0000042108
1706.34375 	 -0.0000011439 	 0.0000041161
1786.81250 	 -0.0000050156 	 0.0000040190
1871.06250 	 -0.0000002382 	 0.0000039322
1959.28125 	 0.0000022974 	 0.0000038452
2026.18750 	 -0.0000041095 	 0.0000055259
